id,logo,text,labelAnnotations,logoAnnotations,textAnnotations,webDetection,bestGuessLabels,isRecycable
11,0,0,"[u'product' u'plumbing fixture' u'sink' u'material' u'glass'
 u'toilet seat']",,,[u'Sink' u'Glass' u'Toilet & Bidet Seats' u'Close-up' u'Toilet' u'Seat'],[u'sink'],0
12,0,0,"[u'metal' u'material' u'automotive exterior' u'glass' u'angle' u'floor'
 u'product']",,,[u'Car' u'Metal' u'Angle' u'Floor'],[u'metal'],0
13,0,0,"[u'material' u'glass' u'automotive exterior' u'plumbing fixture' u'floor'
 u'toilet seat']",,,[u'Toilet & Bidet Seats' u'Glass' u'Toilet' u'Seat'],[u'glass'],0
14,0,0,"[u'plumbing fixture' u'tap' u'toilet seat' u'toilet' u'bidet' u'sink'
 u'product design' u'bathtub' u'angle' u'glass']",,,"[u'Bideh' u'Toilet & Bidet Seats' u'Glass' u'Tap' u'Sink' u'Bathtub'
 u'Product design' u'Angle' u'Toilet' u'Design']",[u'tap'],0
15,0,0,"[u'plumbing fixture' u'toilet seat' u'tap' u'sink' u'product design'
 u'glass' u'bidet' u'angle' u'product']",,,"[u'Bideh' u'Toilet & Bidet Seats' u'Glass' u'Sink' u'Tap'
 u'Product design' u'Angle' u'Toilet' u'Design' u'Seat']",[u'toilet seat'],0
16,0,0,[u'material' u'glass' u'automotive exterior' u'product' u'metal'],,,[u'Car' u'Glass' u'Material' u'Metal'],[u'glass'],0
17,0,0,"[u'light' u'plumbing fixture' u'glass' u'floor' u'toilet seat'
 u'automotive exterior' u'material' u'product' u'sink']",,,"[u'Light' u'Toilet & Bidet Seats' u'Car' u'Glass' u'Sink' u'Floor'
 u'Toilet' u'Seat']",[u'light'],0
18,0,0,[u'material' u'metal' u'font' u'glass'],,,[u'Metal' u'Font'],[u'metal'],0
19,0,0,"[u'automotive exterior' u'motor vehicle' u'glass' u'material' u'metal'
 u'auto part' u'product']",,,[u'Car' u'Glass' u'Material' u'Metal'],[u'glass'],0
20,0,0,[u'metal' u'silver' u'material' u'product' u'font' u'black and white'],,,[u'Silver' u'White' u'Black' u'Font'],[u'silver'],0
21,0,0,"[u'black and white' u'metal' u'font' u'silver' u'material' u'product'
 u'monochrome']",,,[u'Silver' u'White' u'Black' u'Font'],[u'silver'],0
22,0,0,"[u'black and white' u'metal' u'product' u'monochrome photography'
 u'monochrome' u'silver' u'font' u'material' u'product design' u'pattern']",,,"[u'Silver' u'Product design' u'White' u'Material' u'Font' u'Black'
 u'Pattern' u'Design' u'Product']",[u'monochrome photography'],0
23,0,1,[u'text' u'font' u'angle' u'sign' u'brand' u'symbol' u'number'],,[u'C/PAP\n' u'C/PAP'],[u'Maintenance' u'Disposable' u'Journal Citation Reports' u'Soap' u'Dust'],[u'Maintenance'],0
24,1,1,"[u'text' u'font' u'product' u'line' u'logo' u'sign' u'area' u'brand'
 u'symbol' u'number']",[u'Low-density polyethylene'],[u'PS\n' u'PS'],"[u'Recycling' u'Plastic' u'Recycling symbol' u'Polystyrene'
 u'Plastic recycling' u'Resin identification code'
 u'Packaging and labeling' u'Polypropylene' u'Paper recycling' u'Material']",[u'6 ps logo'],0
25,0,1,"[u'text' u'font' u'logo' u'product' u'area' u'line' u'brand' u'graphics'
 u'product design' u'symbol']",,[u'7\nOTHER\n' u'7' u'OTHER'],"[u'Plastic' u'Resin identification code' u'Plastic recycling'
 u'Recycling codes' u'Recycling' u'Recycling symbol'
 u'Packaging and labeling' u'Industry' u'Plastic bottle'
 u'Society of the Plastics Industry']",[u'7 other plastic'],0
26,1,1,"[u'black and white' u'text' u'font' u'line' u'area' u'clip art' u'logo'
 u'symbol' u'graphics' u'monochrome']",[u'HDPE'],[u'7\nOTHER\n' u'7' u'OTHER'],"[u'Recycling codes' u'Plastic' u'Resin identification code'
 u'Recycling symbol' u'Clip art' u'Recycling' u'Plastic recycling'
 u'Plastic bottle' u'Polyethylene terephthalate' u'Vector graphics']",[u'7 other'],0
27,0,0,[u'yellow' u'macro photography' u'font'],,,[u'Yellow' u'Font' u'Macro photography' u'Photography'],[u'macro photography'],1
28,1,0,"[u'text' u'font' u'number' u'brown' u'textile' u'material' u'pattern'
 u'product' u'design' u'symbol']",[u'Polypropylene'],,"[u'Recycling' u'Polypropylene' u'Plastic' u'Recycling codes'
 u'Plastic recycling' u'Recycling symbol' u'Polyvinyl chloride'
 u'Container' u'Toilet' u'Low-density polyethylene']",[u'recycling 5'],1
29,0,0,[u'body jewelry' u'silver' u'product design' u'font'],,,"[u'Product design' u'Font' u'Body Jewellery' u'Design' u'Product'
 u'Jewellery']",[u'body jewelry'],1
30,0,1,"[u'violet' u'purple' u'text' u'pink' u'font' u'magenta'
 u'computer wallpaper']",,[u'2M\n250 M\n' u'2M' u'250' u'M'],[u'Desktop Wallpaper' u'Map' u'Scale' u'Font' u'Computer' u'Wallpaper'],[u'escalas de los mapas'],1
31,0,0,"[u'green' u'text' u'needlework' u'pattern' u'textile' u'font'
 u'cross stitch' u'design' u'material' u'stitch']",,,"[u'Plastic' u'SlideShare' u'Polyethylene terephthalate' u'Bottle'
 u'Textile' u'Fibra tessile' u'High-density polyethylene' u'Information'
 u'Polyethylene' u'Recycling']",[u'needlework'],1
32,0,1,[u'text' u'font' u'label' u'brand'],,"[u'27276,\u0441 \u041c\u043e\u0441\u043a\u0432\u0430, \u0443\u043f. \u0411\u043e\u0442\u0430\u043d\n\u0412 \xab\u041a\u0440\u0435\u0434\u043e-Kannan-\u0423\u0440\u0430\u0457\u043d\u0430\xbb\nwww.credo-capit\n\u041b\u041f\u0410\u041a\nHDPE\n'
 u'27276' u',' u'\u0441' u'\u041c\u043e\u0441\u043a\u0432\u0430' u','
 u'\u0443\u043f' u'.' u'\u0411\u043e\u0442\u0430\u043d' u'\u0412' u'\xab'
 u'\u041a\u0440\u0435\u0434\u043e' u'-' u'Kannan' u'-'
 u'\u0423\u0440\u0430\u0457\u043d\u0430' u'\xbb' u'www.credo-capit'
 u'\u041b\u041f\u0410\u041a' u'HDPE']",[u'Font'],[u'label'],1
33,1,1,[u'blue' u'text' u'font' u'angle' u'label' u'product' u'number'],[u'PVC'],[u'2\nHOPE\nHO\n' u'2' u'HOPE' u'HO'],"[u'Label' u'Font' u'Bottle' u'Printing' u'Angle' u'Sport' u'Ounce'
 u'Value']",[u'4allpromos 200 printed sport bottles - 26 oz value bottle'],1
34,0,0,[u'yellow' u'orange' u'font'],,,"[u'High-density polyethylene' u'Plastic' u'Low-density polyethylene'
 u'Recycling symbol' u'Plastic recycling' u'Resin identification code'
 u'Bucket' u'Recycling codes' u'Food storage containers' u'Polypropylene']",[u'hdpe 2 plastic'],1
35,1,1,"[u'text' u'font' u'black and white' u'line' u'logo' u'area' u'clip art'
 u'symbol' u'graphics' u'brand']",[u'Low-density polyethylene'],[u'2\nHDPE\n' u'2' u'HDPE'],"[u'Plastic bag' u'High-density polyethylene' u'Low-density polyethylene'
 u'Plastic' u'Polyethylene' u'Plastic recycling' u'Recycling'
 u'Polyethylene terephthalate' u'Polypropylene' u'Plastic bottle']",[u'low-density polyethylene'],1
36,0,0,[u'blue' u'font' u'organism' u'electric blue' u'product'],,,"[u'Plastic' u'High-density polyethylene' u'Polyethylene' u'Thermoplastic'
 u'Pipe' u'Recycling' u'Plastic film' u'Label' u'Bottle' u'Polymer']",[u'cobalt blue'],1
37,0,1,[u'text' u'font' u'angle' u'number' u'drawing'],,[u'\uc18c\nPET\n' u'\uc18c' u'PET'],[u'Drawing' u'Font' u'Angle'],[u'angle'],1
38,0,1,[u'text' u'font' u'area' u'number' u'angle' u'art'],,[u'PET\n' u'PET'],[u'Art' u'Font' u'Area' u'Angle'],[u'number'],1
39,0,1,[u'text' u'font' u'number' u'product' u'label' u'angle' u'brand' u'sign'],,"[u'la\nAngustifolia Herb Extra\n01\nPETL\n' u'la' u'Angustifolia' u'Herb'
 u'Extra' u'01' u'PETL']",[u'Font' u'Angle' u'Brand'],[u'number'],1
40,0,0,[u'white' u'font' u'product'],,,[u'Font' u'Close-up'],[u'close up'],1
41,0,0,[u'product design' u'material' u'product'],,,[u'Product design' u'Product' u'Material' u'Design'],[u'material'],1
42,0,0,[u'yellow' u'material'],,,[u'Yellow'],[u'material'],1
43,0,1,[u'red' u'pink' u'text' u'font' u'magenta' u'brand'],,[u'\u30672\nPENO\n' u'\u3067' u'2' u'PENO'],[u'Font' u'Brand'],[],1
44,0,0,[u'red'],,,[u'Red Digital Cinema Camera Company'],[],1
45,0,0,[u'tableware' u'product design' u'cup' u'ceramic'],,,[u'Product design' u'Ceramic' u'Design' u'Product'],[u'cup'],1
46,0,0,"[u'tableware' u'cup' u'product design' u'lid' u'product' u'cup'
 u'drinkware']",,,[u'Product' u'Product design' u'Lid' u'Cup' u'Design'],[u'cup'],1
47,0,0,"[u'blue' u'cobalt blue' u'light' u'electric blue' u'automotive design'
 u'automotive lighting' u'personal protective equipment' u'glass' u'water'
 u'wheel']",,,"[u'Light' u'Automotive lighting' u'Car' u'Automotive design' u'Glass'
 u'Close-up' u'Font' u'Wheel' u'Personal protective equipment' u'Lighting']",[u'cobalt blue'],1
48,0,0,"[u'automotive tire' u'tire' u'wheel' u'electric blue'
 u'personal protective equipment' u'auto part' u'automotive wheel system'
 u'product' u'glass']",,,"[u'Tire' u'Cobalt blue' u'Glass' u'Wheel' u'Close-up'
 u'Personal protective equipment' u'Blue' u'Cobalt']",[u'cobalt blue'],1
49,0,0,"[u'motor vehicle' u'blue' u'car' u'automotive design' u'electric blue'
 u'vehicle door' u'vehicle' u'automotive exterior' u'automotive lighting'
 u'hood']",,,"[u'Car door' u'Car' u'Compact car' u'Automotive design' u'Wheel'
 u'Motor vehicle' u'Hood' u'Headlamp' u'Tire' u'Family car']",[u'electric blue'],1
50,0,0,"[u'blue' u'motor vehicle' u'automotive design' u'car' u'electric blue'
 u'vehicle' u'product design' u'wheel' u'product' u'shoe']",,,"[u'Car' u'Compact car' u'Wheel' u'Automotive design'
 u'Automotive lighting' u'Product design' u'Motor vehicle' u'Close-up'
 u'Design' u'Vehicle']",[u'electric blue'],1
51,0,0,"[u'blue' u'automotive design' u'electric blue' u'close up' u'iron'
 u'product' u'personal protective equipment' u'product design'
 u'auto part' u'automotive exterior']",,,"[u'Car' u'Automotive design' u'Product design' u'Close-up' u'Wheel'
 u'Design' u'Personal protective equipment' u'Iron' u'Graphic design'
 u'Product']",[u'cobalt blue'],1
52,0,0,"[u'blue' u'electric blue' u'automotive design' u'close up'
 u'personal protective equipment' u'motor vehicle' u'product' u'glass'
 u'auto part' u'font']",,,"[u'Car' u'Motor vehicle' u'Automotive design' u'Glass'
 u'Personal protective equipment' u'Close-up' u'Font' u'Vehicle'
 u'Graphic design']",[u'electric blue'],1
53,0,1,[u'yellow' u'font'],,[u'HDPL\n' u'HDPL'],[u'Yellow' u'Font'],[u'orange'],1
54,0,0,[u'yellow' u'macro photography'],,,[u'Yellow' u'Macro photography' u'Photography'],[u'orange'],1
55,1,1,"[u'text' u'font' u'logo' u'symbol' u'brand' u'sign' u'product design'
 u'illustration' u'label' u'circle']",[u'Letter'],"[u'2\nHDPE\nwww.shutterstock.com 488135128\n' u'2' u'HDPE'
 u'www.shutterstock.com' u'488135128']","[u'High-density polyethylene' u'Polyethylene' u'Recycling'
 u'Recycling symbol' u'Polyethylene terephthalate' u'Plastic'
 u'Low-density polyethylene' u'Plastic recycling' u'Recycling codes'
 u'Illustration']",[u'hdpe'],1
56,0,0,[u'purple' u'font' u'space' u'graphics'],,,"[u'Plastic' u'Recycling symbol' u'Plastic bottle' u'PET bottle recycling'
 u'Bottle' u'Plastic recycling' u'Polyethylene terephthalate' u'Recycling'
 u'Recycling codes' u'Resin identification code']",[u'meaning of sign of plastic bottles'],1
